微博id,微博正文,发布时间,点赞数,转发数,评论数
Oc5DQkxgP,#手机系统广告谁更多# 两张图省流 我们实测了国产7大手机品牌的新旗舰系统广告情况http://t.cn/A6TDGfFZ👇🏻图1 是静置手机72小时后平均每天推送的广告数量，华为最多。图2 是各家系统应用内置广告的具体情况，负一屏、桌面搜索框、天气、钱包等界面来说，魅族最干净。你用的哪家手机？感觉系统自带广告多吗？ [组图共2张] 原图 ,2024-04-30 11:11,5541,153,828
Oc5aP9Yhf,「小白」2024系统广告谁最多？7大旗舰实测！#手机系统广告谁更多# 手机系统广告永远是用户体验绕不开的话题，这一次我们又实测了国产七大旗舰，一起来看一看2024年了，谁家的广告最多，大厂和小厂之间，广告体验的差距又有多少，各家的系统广告数量有没有变化。兄弟们记得点赞！ #小白测评# http://t.cn/A6TDGfgi ,2024-04-30 10:00,8184,599,763
Oc4X3zPqR,#手机系统广告谁更多# 你觉得哪家手机系统广告更多？  你觉得哪家手机系统广告更多？  ,2024-04-30 09:26,10102,18,366
ObZDY3A0o,今儿团建和小伙伴吃饭，本来想趁机拍个新老旗舰拍照对比，结果P40 Pro+表现不太行 差距有点大 Pura70没拍几张，凑四图发个微博  [组图共4张] 原图 ,2024-04-29 19:55,290,3,88
ObZgVlcUO,一张华为Pura 70 Ultra一张华为P40 Pro+预览框和直出拍摄对比拍的豆豆更喜欢哪张？  [组图共4张] 原图 ,2024-04-29 18:58,461,4,142
ObYwq9TL3,#小白小调查# 旧手机需要处理回收时你一般会选择什么渠道呢？ 当手机需要回收处理时，你一般首选哪种渠道？  ,2024-04-29 17:04,4280,4,112
ObYdj6MqE,#雷军 爽文# 网友留言问平时怎么释放压力？雷总回答是：“刷刷微博，刷刷短视频，看看爽文。”  原图 ,2024-04-29 16:16,1662,17,183
ObXxHytLi,#谁是2000元的真香机# 2000元左右预算，你会选新中端还是其它？ 2000元左右，你觉得哪台最香？  ,2024-04-29 14:34,8877,15,246
ObWLrdj9b,#马斯克确认特斯拉Model2明年上市# 特斯拉全新入门级车型Model 2将于2025年上市开售，新车将在墨西哥、柏林以及上海工厂开启投产工作，市场定价将保持在25000美元上下（当前约18.2万人民币），后期国内市场投产后价格也有望迎来进一步下探。有没有可能到15W左右？  原图 ,2024-04-29 12:35,153,4,48
ObWqjiiGS,官方首销战报来了有入手iQOO Z9 Turbo的吗  原图 ,2024-04-29 11:43,416,1,98
ObWiWFzZr,🍠刷到vivo最近上线了一个「职业模式」，可以为外卖骑手提供自动增强屏幕亮度、免提通话增强、抢单助力等多个专属功能。看了下手头几台蓝厂手机，暂时还没收到更新原帖说是Y200i，估计是首发？🤔有一说一，这功能还挺实用的，希望尽快普及～  [组图共3张] 原图 ,2024-04-29 11:25,637,6,94
ObVYi3dDt,雷军宣布：小米SU7发布后32天，量产的第10000辆整车正式下线。问问大家，有多少SU7的（准）车主？都提车了吗？或者说预计什么时候交付？  [组图共2张] 原图 ,2024-04-29 10:34,419,1,63
ObVTwALcv,vivo X100s好像有个挺有意思的四季功能？图1是原图，图2-5是AI生成的四季人像，春夏秋冬场景各一张，大家觉得效果OK吗  [组图共5张] 原图 ,2024-04-29 10:22,695,24,229
ObVmj2f1U,#iPhone16系列全新摄像头模组# iPhone16系列模型曝光，iPhone 16标准版/16 Plus竖排双摄，Pro/Pro Max依然是浴霸三摄，这造型打几分？  [组图共2张] 原图 ,2024-04-29 09:00,242,8,111
ObQUBBPLv,吃饭随手拍之1X华为Pura 70 Pro+小米14 UltraOPPO FindX7 Ultravivo X100 Pro四台手机图片打乱随机，哪张更有食欲？  [组图共4张] 原图 ,2024-04-28 21:41,1926,4,223
ObPUrd18p,#什么时候买手机最划算#  我们主观总结了购机经验网页链接，买手机最划算的时候可能有这三个：1、618和双112、主观建议新品发布3个月后3、发售3-5个月周期内最靠近某个购物节的时候大家有什么换机方面的心得吗？ 你换手机会挑专门的时间吗？  ,2024-04-28 19:08,3678,6,63
ObPEPsIWc,「小白」什么时间点买手机更划算？#什么时候买手机最划算#  是不是有很多小伙伴在买手机之前都有这样的顾虑？买了怕背刺，不买又心痒痒，本期视频就告诉你一年中什么时间点适合买手机。欢迎点赞收藏转发，感谢啦！ #小白测评#  #拯救购机困难症# 小白测评的微博视频  ,2024-04-28 18:30,2342,499,409
ObP728Nwv,#小米雷军直播买理想L6# #雷军直播买理想L6# 一打开某音就是雷军在直播直播买理想L6，到理想门店了，目前在跟销售交流，挑颜色中 。最终购买的是理想L6 Max，车漆选的绿色珍珠漆、20英寸银灰色轮毂，白色内饰，全款，由于在直播同事帮忙代付定金，雷军称「先买了再考虑牌照问题」。问销售大概什么时候能提车，销售介绍：具体交付时间会拉群提前通知，现场赠送理想的小灰象玩偶。另外雷军现场推荐理想采购小米平板做销售。有几个理想门店的销售用的手机是小米品牌。#雷军直播买理想# [组图共12张] 原图 ,2024-04-28 17:06,808,12,183
ObOPegMH5,借了一台水月雨手机摸摸这外观，满分10，打几分？作为一台耳机品牌出的手机，大家想了解哪方面👀  [组图共6张] 原图 ,2024-04-28 16:22,562,21,245
ObOg7zqZF,#你会第一时间给手机系统升级吗# 当手机系统有更新提示时，你会选择第一时间升级，还是等等用户反馈再决定是否升级？又或者一直固定待在某个感觉良好的版本“养老”？ #你会第一时间给手机系统升级吗#   ,2024-04-28 14:56,13081,5,123
ObOfYvp54,这次北京车展吉利带来了银河第二款原型车#银河星舰#，这款车基于吉利GEA新能源架构打造。发布会上，吉利表示从银河星舰开始的每一台新能源汽车，都将进入银河AI时代。当前各家都在积极拥抱AI新浪潮，而吉利是布局比较早、反应也比较快速的车企，在架构上，吉利在行业中也属于领先地位，好架构是智能车的基石。历经5年研发，吉利耗资百亿打造“硬件、系统、生态、AI”四位一体的智能架构，行业罕见，吉利作为具备了“用AI架构造AI汽车”的全体系能力的车企，未来的表现令人期待。 #迈巴河来了# [组图共4张] 原图 ,2024-04-28 14:56,464,58,113
ObNUmE7Kl,魅族21宣布降价500以12+256GB版为例上市价3699 促销后3199实际电商页面是2999元你会考虑这台白色前面板的8Gen3吗？  [组图共2张] 原图 ,2024-04-28 14:02,557,6,241
ObHgg41zo,#SWhite图赏# 久等的白色玻璃终于来了OPPO Find X7新配色·白日梦想家真机实拍 满分10，打几分？#小白测评[超话]#  [组图共12张] 原图 ,2024-04-27 21:07,716,18,179
ObGQodC2R,[干饭人]恰饭时间到 随手拍之清蒸鲈鱼华为Pura 70 Ultra小米14 UltraOPPO FindX7 Ultravivo X100 Pro四台手机图片顺序打乱随机，大家觉得哪张更有食欲？  [组图共4张] 原图 ,2024-04-27 20:03,1289,7,195
ObFJEA30z,#小白小调查# 你现在有备用机吗？ 你现在有备用机吗  ,2024-04-27 17:14,12708,16,227
ObENKE2DW,#小米高管否认雷军被李想锁车里#官方辟谣～  [组图共2张] 原图 ,2024-04-27 14:51,293,2,57
ObEAtoB4D,主观觉得X Fold3即可 折叠屏兄弟们最近看好哪台？  原图 ,2024-04-27 14:19,366,1,199
ObDk1CLSd,#微信文件3小时内可撤回#微信派官方发布视频，再度介绍：1️⃣常规消息2分钟内可以撤回，如文字、语音、表情包、图片、小程序等；2️⃣文件3小时内可撤回，如Word、excel等。 不过有一说一，如果是重要文件发错群聊，估计都被保存了撤回作用不大。你希望微信能出什么实用功能？  [组图共3张] 原图 ,2024-04-27 11:05,217,10,72
ObyGuk9yO,睡吧  原图 ,2024-04-26 23:17,342,1,77
ObxkBjv8Y,搭载骁龙8s Gen3的iQOO Z9 Turbo性能表现如何？数据库4.0实测：1、游戏表现：《王者荣耀》平均帧率118.5FPS，功耗5.5W，机身最高温度44.9℃；《原神》平均帧率54.3FPS，功耗6.4W，机身最高48.1℃；《星穹铁道》平均帧率46.7FPS，功耗6.4W，机身最高48.5℃。2、应用响应启动和后台保活测试：30款应用两轮打开用时209秒，测试过程中没有动画加开和预加载情况，30款应用3小时后台保活28个应用。（测试版本：16G）#小白测评数据库4.0# 环境温25℃±0.5℃，屏幕亮度350nit，声音75dB，性能模式(数据基于iQOO Z9 Turbo 测试时最新版 PD2352D_A_14.0.9.9.W10.V000L1 系统测试) [组图共6张] 原图 ,2024-04-26 19:50,114,1,27
Obx8htIzC,四台新中端真机外观对比①一加Ace3V ②Redmi Turbo 3③真我GT Neo6 SE ④iQOO Z9 Turbo三直一曲，就外观来说，选谁？评论区扣对应数字即可#小白测评[超话]#  [组图共2张] 原图 ,2024-04-26 19:20,570,14,198
ObwFurU6H,小米 SU7 浙赛1分42秒头的圈速意料之外，情理之中。这应该是50万内最速车型了吧～当下小米产能有限，6月份产能上来后，小米SU7的市场表现应该还会更好。小米SU7取得的成绩，确实是现象级的，也反应了国产汽车的成功。小米SU7成功的背后离不开雷总十多年来在小米品牌的耕耘，并在小米汽车上迎来爆发。单款豪华电轿三个季度目标10W台，前景还是一片光明的，可以期待下 SU7全生命周期的销量，评论区留下你的数字 [组图共4张] 原图 ,2024-04-26 18:09,335,2,107
Obwlv606Z,人像模随手拍华为Pura 70 Ultra小米14 UltraOPPO FindX7 Ultravivo X100 Pro4张图片顺序打乱随机，选谁？ ------带水印原图已更新。图1-4依次是①华为Pura 70 Ultra ②vivo X100 Pro ③小米14 Ultra（大师人像）④OPPO Find X7 Ultra。评论区点赞高低为：3241。  [组图共9张] 原图 ,2024-04-26 17:20,1285,12,234
Obvx3iUW8,#雷军 车展模特#北京车展两大车模小米雷军 和 360周鸿祎 应该没质疑吧几乎各种热门展台都能看到两人身影另外 蔚来李斌 小鹏何小鹏 理想李想比亚迪王传福 长城魏建军 等等也都在  [组图共6张] 原图 ,2024-04-26 15:15,278,5,48
ObvqGzteW,#电视机会被时代淘汰吗# 之前有份报告说2022年我国的电视开机率已经下降到不到30%。虽然平时确实不怎么打开电视，但又感觉家里必须有电视这个物件才像个家...大家觉得电视机未来会被时代淘汰吗？ 你觉得电视机未来会被时代淘汰吗？  ,2024-04-26 15:00,9375,11,194
ObtYldHE7,Find X7白色玻璃来了打几分？（标准版新色，不是Ultra）  [组图共4张] 原图 ,2024-04-26 11:17,968,8,231
ObtW10FJw,#微博影像年# #百态人生# 视频大家看了么 网页链接大家觉得 Pura 70 Ultra 影像表现符合预期么？#华为Pura70一周使用体验#  [组图共6张] 原图 ,2024-04-26 11:11,223,4,74
ObtL8p5EX,三家影调样张~华为Pura 70 Ultra鲜明小米14 Ultra徕卡经典OPPO Find X7 Ultra大师模式哪张更有感觉？  [组图共6张] 原图 ,2024-04-26 10:45,1182,11,349
ObtsTelYC,「小白」#华为Pura70# 系列全面测评：影像新生？前面两期给大家带来了Pura70 Ultra开箱以及能效性能测试，本期除了游戏续航数据补齐，重点来看看一英寸+F1.6大光圈+RYYB这套全新影像组合表现怎么样？卫星通信升级了什么？兄弟们记得点波赞，感谢啦~#华为Pura70一周使用体验# #小白测评# http://t.cn/A6T1Hnf7 ,2024-04-26 10:00,3552,786,688
Obouq6vnZ,华米O果四台超大杯旗舰某天随手拍食物选哪张？  [组图共4张] 原图 ,2024-04-25 21:20,1135,9,246
ObojNtqao,人像模式下随手拍华为Pura 70 Ultra小米14 UltraOPPO FindX7 Ultravivo X100 Pro4张图片顺序打乱随机，选谁？ ------带水印原图已更新。图1-4依次是：①华为Pura 70 Ultra ②vivo X100 Pro ③小米14 Ultra（大师人像）④OPPO Find X7 Ultra。评论区点赞高低依次为1243。  [组图共9张] 原图 ,2024-04-25 20:54,1762,28,375
ObnotApjs,收到了PITAKA三体联名手机壳， iPhone15ProMax 与 Mate60Pro/Pro+的，这款是三日凌空配色，还有一款三日连珠，三体迷肯定懂得工艺质感还是一如既往。有多少 Mate60系列用户，举个手看看～  [组图共12张] 原图 ,2024-04-25 18:32,179,8,95
ObmUrEqfw,吃饭随手拍华为Pura 70 Pro+小米14 UltraOPPO FindX7 Ultravivo X100 Pro四台手机图片顺序打乱随机，看看大家觉得哪张更有食欲？  [组图共4张] 原图 ,2024-04-25 17:18,1907,8,270
ObmHXas1A,五菱星光共创版，混动、纯电都有，纯电版外观延续混动版设计，封闭式前脸，一体性更强。续航版本分为CLTC标准410km与510km，纯电版采用神炼电池2C，官方宣称，充电15min，续航200公里。并且安全性也有保证。前麦弗逊后E型多连杆，同级别中很有优势。纯电 410标准型：9.98W纯电 510进阶型：10.98W插混 70标准型：7.98W插混 150标准型：8.98W插混 150进阶型：9.98W插混 150领航型：10.28W大家觉得这个价格如何？#五菱星光共创版7.98万上市##五菱星光充电15分钟续航200公里# [组图共12张] 原图 ,2024-04-25 16:48,1315,108,147
Obm9sbYlO,在北京车展上，零跑展台首次亮相了 C16，关注度很高， C16这次主打的标签和概念是MPSUV，这是一个全新的概念，将SUV的越野性能与MPV的舒适空间相结合，为多孩家庭提供了新的解决方案。法国汽车产业联盟主席和法国汽车经销商协会会长都亲自带队来零跑展台了，并且对此次零跑推出的全新产品C16赞不绝口。零跑汽车在国内市场的销量一直稳步增长，目前看来在海外市场，零跑也展现出了强劲的增长势头。在车展的朋友们，可以去凑凑热闹～#首款MPSUV零跑C16亮相# #外国人挤爆北京车展# [组图共6张] 原图 ,2024-04-25 15:23,1128,101,129
Obm0t7q85,首页都是车展内容咱来发几张手机数码华为Pura 70 Ultra、小米14 Ultra、OPPO Find X7 Ultra三台旗舰AI消除效果，看看你更喜欢哪张（图片顺序打乱随机）图4是原图，主要消除图中大石头。  [组图共4张] 原图 ,2024-04-25 15:00,1582,10,414
Obm08sps4,#北京车展星科技#继华为小米进军智能电动车市场，蔚来推出Nio Phone后，极星在星纪魅族的赋能下，以“车+手机”为出发点，打造出属于自己的操作系统——“Polestar OS”，并在极星4上成功落地。使得汽车与手机，乃至其他智能终端的融合打通奠定基础，让用户的用车体验更加丝滑，舒适。  [组图共4张] 原图 ,2024-04-25 15:00,1595,140,183
ObkqS3oh8,华为开发者大会2024定档6月21日-23日 东莞松山湖目前鸿蒙原生应用已经4000+按照进度，6月HDC大会鸿蒙星河版将正式开启Beta，正式商用版预计会在秋季和Mate 70系列一起亮相，有多少现在正在使用鸿蒙的？体验感觉怎么样？  原图 ,2024-04-25 11:00,698,9,103
Obkfqyzv5,刚刚，外媒曝光了vivo X100s外观细节图。大家期待的vivo直屏旗舰终于来了，类似 iPhone15 Pro的同款钛色，有点果味，满分10，这外观打几分？五月就要发了，喜欢直屏的同学可以等等～  [组图共4张] 原图 ,2024-04-25 10:32,1141,37,519
Obk48gQ1g,最懂年轻人的小米？SU7全面体验「玩具龙」#小米汽车# 提车后我们深度体验了半个月，专门去了趟小米工厂，认真开了一千多公里，本期好好聊聊主观感受，记得三连支持一下新人博主～#数码博主逛展日记# 玩具龙快飞等人的共创视频  ,2024-04-25 10:04,1832,835,699
ObjUCc7pH,#超半数小米SU7车主是苹果用户# 雷军公布小米汽车上市28天的成绩：🚗截至4.24，小米SU7锁单量已超75723台，已交付5781台。🚗全力扩充产能，计划6月份月交付超1万辆，全年计划10万台交付目标。🚗预计5月初计划第一次 OTA，5月底计划第二次 OTA；🚗销售服务网点年底基本覆盖全国所有省份/自治区/直辖市。🚗女性购买者占比28%（预计女性用户占比40%-50%）🚗BBA车主用户占比29% 🚗苹果用户占比51.9%🏎原厂轮胎浙赛圈速👉🏻1:42.163🏎浙赛50万元以内速度最快的电动车🏎米其林半热熔轮胎成绩👉🏻1:38.043#小米SU7北京车展发布会#  [组图共13张] 原图 ,2024-04-25 09:40,1374,77,289
ObjOv1TqO,#北京车展# 小米车展发布会这个线上直播一切机位就变卡 隔一阵画面就糊[苦涩] 有在看的吗？#数码博主逛展日记#  [组图共4张] 原图 ,2024-04-25 09:25,192,0,67
ObePQ5T4w,#小白小调查# 四台新中端，你怎么选？①一加Ace3V：骁龙7+ Gen3、直屏+玻璃后盖②Redmi Turbo3：骁龙8s Gen3、直屏+塑料后盖③真我GT Neo6 SE：骁龙7+ Gen3、8T  LTPO曲屏+塑料后盖④iQOO Z9 Turbo：骁龙8s Gen3、直屏+塑料后盖以12+256GB版为例，零售价都是1999元，四选一选谁？ http://t.cn/A6TuO2D1 ,2024-04-24 20:45,13311,46,490
ObeHEb0vy,iQOO Z9系列真机实拍三款型号 全系6000mAh大电池满分10，外观打几分？Z9 Turbo测评视频👉🏻网页链接#小白测评[超话]#  [组图共12张] 原图 ,2024-04-24 20:25,251,2,93
ObeBE8rpS,iQOO Z9 系列来了，这次两点，一个是大续航，搭载了6000mAh超薄蓝海电池。之前测试过的蓝海电池机型实测续航表现还是很不错的，何况这次做到了6000mAh。#Z9原来是贼久的意思# 二是强性能，8sGen3是最近热度最高的中端SoC。采用旗舰同款架构，加上独显芯片Turbo，在这个价位段确实是独一份了。独显芯片在功耗控制，提升游戏流畅度方面有很大助益。#Z9打游戏强得很持久#今年的Z系列发力很猛，一起期待下表现如何～ [组图共9张] 原图 ,2024-04-24 20:10,262,19,76
ObeyRx7bt,iQOO Z9x：LCD屏➕骁龙6Gen1，1199元起iQOO Z9：8+128 1499元起iQOO Z9 Turbo：12+256 1999元起三款新机，有你的菜吗？  [组图共6张] 原图 ,2024-04-24 20:03,445,9,129
ObexouetD,「小白」iQOO Z9 Turbo测评：6000mAh+8sGen3表现如何？iQOO Z系列之前一直主打的是续航，确实给人的印象比较深，这次新开的Turbo系列，搭载8s Gen3，在中端性能上也是拉的比较顶，再加6000mAh超薄蓝海大电池表现怎么样？本期实测！记得点赞，感谢啦！#iQOO Z9系列发布# #iQOO Z9# #小白测评# http://t.cn/A6TuCE1C ,2024-04-24 20:00,3683,775,711
ObevyBEg1,iQOO Z9 Turbo正式发布 价格来了12+256GB 1999元起 打几分？6.78英寸1.5K 144Hz屏，屏下指纹，机身厚度7.98mm，重约194.9g，前置16MP，后置双摄50MP（光喻LYT600有OIS）+8MP，搭载骁龙8s Gen3，配备6K VC散热、独显芯片Turbo，6000mAh蓝海大电池，80W有线充电等。  [组图共2张] 原图 ,2024-04-24 19:55,981,11,280
Obe7uoLQ3,#小白小调查# 如果没有家充桩，你会考虑买电车吗？ 没有家充桩，你会买电车吗？  ,2024-04-24 18:56,6091,3,70
Obd7qBtf4,【最新中国手机市场销量排名出炉（国内市场）】研究机构Counterpoint更新了2024Q1中国智能手机销量排名：❶vivo（17.4%份额，同比﹣0.4%）❷荣耀（16.1%份额，同比＋11.5%）❸苹果（15.7%份额，同比﹣19.1%）❹华为（15.5%份额，同比＋69.7%）❺OPPO（15.3%份额，同比﹣15.5%）❻小米（14.6%份额，同比＋8.6%）图2是全球手机市场Q1排名，供大家综合参考~ [组图共2张] 原图 ,2024-04-24 16:23,1692,14,530
ObcLNERDu,「小白」#OPPO K12#  体验：百瓦长续航轻，耐摔，大电池，OPPO今年中端新机和这三个词杠上了。K12这次主打100W超级闪充+5500mAh大电池，实测成绩如何？主打的青云色观感怎样？本期视频一起看看，兄弟们记得点赞，感谢啦～ #小白测评# 小白测评的微博视频  ,2024-04-24 15:30,397,25,92
ObcKj59fo,OPPO K12正式发布8+256GB版1799元起12+256GB版1999元起12+512GB版2499元主要配置有：6.7英寸FHD+居中单挖孔直屏，120Hz刷新率，2160Hz PWM调光，机身厚约8.37mm重约186g，前置16MP，后置双摄50MP有OIS+8MP超广角，骁龙7 Gen3处理器，5500mAh电池、100W有线充电，NFC、X轴马达、双扬、红外都有。#新机来了# [组图共2张] 原图 ,2024-04-24 15:26,449,9,118
ObcgUAXWI,收到了iQOO Z9系列邀请函，是一个很有分量的摆件，把手机三大卖点性能、续航、轻薄平衡得很好。今晚就正式发布了，老规矩，有奖竞猜「iQOO Z9 Turbo」的『起售价』（需带上存储版本），评论区前3个猜对的请喝奶茶🧧  [组图共2张] 原图 ,2024-04-24 14:13,222,10,325
ObbU5wxnf,#iPhone16或将变秃#看到“变秃”这个词还以为是苹果要取消屏幕额头挖孔原来是指爆料说iPhone16可能取消实体音量电源键，改为电容式触控键 你喜欢电容式触控键吗？  [组图共3张] 原图 ,2024-04-24 13:17,280,5,101
ObbEMfspq,#小白小调查# 有续航焦虑症的小伙伴有多少，举手看看🙋♂️ 问问大家，如果你临时出门，手机至少保证多少电量，出行才不会有续航焦虑？ 临时出门，手机至少保证多少电量，你才不会有续航焦虑？  ,2024-04-24 12:40,16230,717,172
Obb7qfotJ,#SWhite图赏# OPPO K12下午就要发布了，老规矩，有奖竞猜『起售价』（需带上存储版本），评论区前3个猜对的请喝奶茶🧧  [组图共9张] 原图 ,2024-04-24 11:17,310,14,390
ObaPiw6wR,#华为发布新品牌##华为乾崑#华为智能汽车解决方案的新品牌？官宣了一个「乾崑」  原图 ,2024-04-24 10:33,836,9,155
ObaCMgMzb,雷军的两辆小米SU7都晒出来了🚗一台编号1810，海湾蓝配色，蓝外灰内（小米股票代码01810）🚗一台编号1046，霞光紫配色，紫外紫内（小米于2010年4月6日成立，编号1046猜测应该是这个原因？🤔）前车窗没有贴隐私膜~说不定在北京的小伙伴哪天还能偶遇雷总  [组图共2张] 原图 ,2024-04-24 10:02,552,15,100
ObapM7mTa,#iPhone16国行售价曝光# #iPhone16起步存储或为256GB#  爆料iPhone 16 Pro系列或为256GB起步，16 Pro Max最高可能提供2TB存储，起售价则和上代相同，或为999美元（国行7999元起售）。128GB丐版终于要没了~ 现在换机大家首选哪个存储版本？*iPhone 15 Pro为128GB起步。  [组图共2张] 原图 ,2024-04-24 09:30,297,2,121
ObamKwgZW,#苹果计划为iPad推出计算器应用# 14年了，2024年iPad终于要出计算器App了吗？至今还记得年少时候第一次买iPad使用结果发现居然没计算器的那刻...据说是乔布斯觉得使用体验不完美，所以没有内置原生计算器。用iPad的小伙伴来说说，平时用计算器吗？用的哪个第三方App？  原图 ,2024-04-24 09:22,281,4,87
Ob5YAoAew,#苹果发布会# 新款iPad终于来了苹果官宣北京时间5月7日晚10点新品活动  原图 ,2024-04-23 22:12,520,13,136
Ob4UIaxBb,极星Polestar Phone体验：是手机还是车钥匙？ 手机厂商造汽车，汽车厂商造手机，现在已经成为一个趋势。Polestar Phone作为极星汽车推出的第一台手机，体验到底如何，车手互联有什么新花样？一起看看，兄弟们记得点赞，感谢啦～ #极星加入车手生态圈# 小白测评的微博视频  ,2024-04-23 19:30,2209,471,377
Ob4TUBjTC,耳机品牌水月雨也要出手机了这外观咋样？同时配备4.4mm全平衡+3.5mm单端耳机孔，能当HiFi播放器，不过性能应该一般~  [组图共6张] 原图 ,2024-04-23 19:28,334,9,113
Ob3IMu1LY,vivo X100 Ultra真机局部照来了蓝厂全新影像品牌命名为：vivo BlueImage（蓝图影像科技），同时蔡司也会继续深度合作。  [组图共3张] 原图 ,2024-04-23 16:27,885,15,235
Ob3pga3vK,#华为# 华为鸿蒙智行四个“界”汇总~🚗华为&赛力斯：问界🚗华为&奇瑞：智界🚗华为&北汽：享界🚗华为&江淮：傲界在今天问界M5发布会的结尾，余承东正式预热享界S9，定位是鸿蒙智行首款行政级豪华旗舰轿车，将亮相北京车展， 大概7-8月份上市~ #问界新M5价格#  [组图共9张] 原图 ,2024-04-23 15:39,955,34,238
Ob3m0ivFe,#问界M5##问界新M5价格#  华为和赛力斯合作的问界新M5正式发布 提供3个版本，这价格怎么样？问界新M5增程Max：24.98万元问界新M5纯电Max：26.98万元问界新M5增程Max RS：27.98万元下定即享37000元权益，将于5月15日开启规模交付。  [组图共4张] 原图 ,2024-04-23 15:31,2311,594,474
Ob3f6nUsf,#问界M5##问界新M5# 前方正在发布中，在官方公布价格前，来竞猜起售价，评论里前3个猜对的请喝奶茶~  [组图共2张] 原图 ,2024-04-23 15:14,173,2,223
Ob31xagze,#华为发布会# 余承东宣布今年1月1日-4月22日华为问界和智界累计销量突破10.5万台有你贡献的吗？  原图 ,2024-04-23 14:41,381,2,93
Ob2MFe8Do,#蔚来给下定小米SU7消费者5000元补贴# 前有智界，现有蔚来。大家觉得小米SU7真正意义上最直接的竞品是哪家？  原图 ,2024-04-23 14:04,320,0,80
Ob1LAlCJJ,iQOO Z9系列外观公布三个颜色 你更喜欢哪个？  [组图共6张] 原图 ,2024-04-23 11:29,246,8,130
Ob1Ei1cdi,极星居然找了陈坤周迅代言  原图 ,2024-04-23 11:11,453,8,117
Ob1eBAxs2,#雷军公布小米SU7锁单量##雷军宣布小米SU7锁单量超7万# 小米汽车锁单量公布截止到4月20号，小米SU7锁单量已经超过7万台，2024年小米SU7交付目标是超过10万辆。  [组图共2张] 原图 ,2024-04-23 10:08,989,8,203
OaXmM9q0H,很久没用共享充电宝了，五千容量，4块一个小时，押金99不过信用分够可以免押，就是这10W的速度太难顶了……如果边玩边充基本充不进电。而且这种产品形态下可预见的未来也不可能给你提高功率，提高了你的用时就短了，如果不是现在手机性能提升耗电都提高了，避免出现“电量倒吸”我觉得它敢长期只给“五福一安” 晚安 [组图共2张] 原图 ,2024-04-23 00:17,606,5,198
OaW2I1uCF,相册还有一组随手拍华为Pura 70 Ultra小米14 UltraOPPO FindX7 Ultra荣耀Magic 6至臻版看看更喜欢哪组~  [组图共8张] 原图 ,2024-04-22 20:55,1340,14,316
OaVIpwjP4,#铁粉福利# 🎁评论抽 1 个「铁粉」送同款 realme 耳机，周日早上开奖。  抽奖详情  [组图共4张] 原图 ,2024-04-22 20:05,1344,398,2949
