微博id,微博正文,发布时间,点赞数,转发数,评论数
OcaBygaPO,#余承东卸任华为终端CEO#余总这是又要升级了？再升能升到哪一级？华为手机发布会以后还是他开吗？#趣看发布会# 台柱子还有新素材吗？ 深圳·梧桐山  显示地图 [组图共2张] 原图 ,2024-04-30 23:49,614,5,170
Oc8A28cOF,我知道你很急，但是你先别急。 深圳·梧桐山  显示地图 [组图共4张] 原图 ,2024-04-30 18:40,374,5,84
Oc8pLCAvz,陈律师说要带老婆老妈来我家吃饭，我直接上了李家最高规格待客之道。                                    ——烧烤炉。 深圳·梧桐山  显示地图 [组图共6张] 原图 ,2024-04-30 18:15,742,7,199
Oc6lV2aEw,纠结出门开哪辆好，人车合一小米SU7，百年豪华宝马i5 M60。 深圳·梧桐山  显示地图 [组图共2张] 原图 ,2024-04-30 13:00,387,14,177
Oc5x9C7Ei,江湖救急，最近拍车的活比较多，感觉自己说车的词汇量不太够用了，网友们能不能帮我补充一些，就是雷总说的「人车合一，我心澎湃」这类听起来就很高级的话。 深圳·梧桐山  显示地图 ,2024-04-30 10:55,823,4,321
ObZR67hDP,来自铁粉的关心，我这面相欠揍吗？ 深圳·梧桐山  显示地图 [组图共2张] 原图 ,2024-04-29 20:27,360,4,169
ObZzF2KZo,被刘欣放鸽子，一个人吃西餐。 深圳·东门  显示地图 [组图共4张] 原图 ,2024-04-29 19:44,578,3,137
ObY6XBu9l,「趣体验」北京车展坐进了宝马概念车VNK，还看到了我自己的座驾宝马i5，帅车很多，大家有空可以来宝马展台逛逛。#2024北京车展# 李杰灵的微博视频  ,2024-04-29 16:01,1196,5881,957
ObY6sthRu,「趣体验」送外卖到底赚不赚钱？这次我和@闪电三号威哥 一起带上OPPO K12，体验了一下外卖小哥的生活！ 李杰灵的微博视频  ,2024-04-29 16:00,1582,6110,1073
ObXudzjEt,时隔一个月，赛博朋克屋的灯终于又能亮了。 深圳  显示地图 [组图共4张] 原图 ,2024-04-29 14:25,216,3,96
ObWFK14AF,在透明电视上花了6块钱，终于看上《热辣滚烫》了。 深圳·梧桐山  显示地图 [组图共4张] 原图 ,2024-04-29 12:21,642,6,190
ObOJmuxon,我心澎湃人车合一，首次更新小米SU7。 深圳  显示地图 [组图共3张] 原图 ,2024-04-28 16:08,244,1,62
ObOqt0WMb,#原来真的有人一辈子活在爱好里#我的爱好变化比较多，初中之前喜欢打篮球，后来发现自己体力跟不上同龄人，虽然技术比他们好，但是只能高强度打5分钟，一直打不出成绩就放弃了。高中开始喜欢看书，高强度阅读了两年，看得比较杂，把余华苏童韩寒郭敬明饶雪漫钱钟书等书都看了，文字写作水平显著提高，直到高三迷上了智能手机。大学四年基本没读书，全在折腾智能手机做二手生意，毕业后开线下手机店，华强北开档口，开淘宝店，开趣评测回收网站，一直做到了现在，15年过去了，还当上了数码博主。大概在2016年的时候喜欢上了电动车，买了人生第一辆车特斯拉Model S，到现在还是喜欢电动车，偶尔还能参加电动车企的活动，开还没上市的新款电动车，感觉很幸福。2019年买了人生第一套别墅，从此爱上了装修，这一装到现在已经过去5年，除了这套卖不掉的半山别墅外，我还在老家装了个房子，装了深圳2400平的公司办公室，装了天台精酿酒吧和很野露营地，现在还在装「天台一号」民宿。。。这个爱好我不知道还能持续多久。未来我会喜欢上什么真的不好说，只希望一直能够对这个世界充满好奇，探索自己能力的边界，把事情做大，把生活过简单。希望大家在人生的不同阶段都能有自己的爱好，这是一件很幸福的事情。 http://t.cn/RoZYkAw 显示地图 ,2024-04-28 15:21,752,19,154
ObNeefOT2,最近经常出差很少在家里吃，今天刘欣特意做了三菜一汤。 深圳·梧桐山  显示地图 [组图共4张] 原图 ,2024-04-28 12:18,212,2,94
ObN7jwnbv,志斌在车展和余总谈笑风生，而我在家里擦拭漏水的阳台。 深圳·梧桐山  显示地图 [组图共6张] 原图 ,2024-04-28 12:01,857,10,241
ObMAWeKww,微博看我经常晒午饭，把我照片放开机屏，还让我拍一下厨房。我跟刘欣说，这回能在美食界出名你立大功了。刘欣说，不不不，你吃得多你的功劳大，你别拍我。成熟夫妻的日常就是这样的，懂得谦让不抢功。#微博厨房节#+ #微博尝鲜计划##一张照片晒厨房# 深圳·梧桐山  显示地图 [组图共6张] 原图 ,2024-04-28 10:42,352,10,104
ObMy709I2,「趣体验」华为 Pura 70 Ultra 能发带定位的卫星图片啦！深圳最近大雨，恶劣天气下“卫星彩信”的发送体验居然也很不错！五一带出去玩，户外露营又放心又好玩！卫星图片这么好玩，那么#你的第一条卫星彩信发给谁#？ #卫星通信进入图文时代# 李杰灵的微博视频  抽奖详情  ,2024-04-28 10:35,1280,4663,1028
ObG51Alee,华为Pura 70系列如何选择，看完这期视频你有答案了吗？ 李杰灵的微博视频  ,2024-04-27 18:07,133,20,37
ObFDOzbPt,#蔚来ET7试驾挤满豪华车主# 蔚来越来越懂自己的优势了，邀请蔚来 ET7 车主和56E传统豪华车主来参加“567E油电同乐日”，一同感受蔚来的服务。蔚来在服务创新和用户体验上做得确实很领先，以“用车无忧”为理念，通过提供换电、充电、维修等全方位的服务，为用户创造更加便捷、舒适的用车体验。2024款ET7行政版我是非常看好的，更豪华的内饰，更舒适的“一键滑躺式”座椅，后排大屏幕也安排上了，带给你飞航商务舱体验，“行政范”越来越足！再加上蔚来的智能化和服务，56E车主体验完肯定就心动了。 [组图共6张] 原图 ,2024-04-27 17:00,42,1,11
ObEEq3I49,#天台一号# 民宿的水龙头，开业以后一定要来试一下。 深圳 李杰灵的微博视频  显示地图 ,2024-04-27 14:28,260,12,138
ObzyNapuM,落地深圳，本届北京车展的活都干完了，明天早起盯#天台一号# 民宿装修。 深圳·深圳宝安机场  显示地图 [组图共4张] 原图 ,2024-04-27 01:31,431,4,89
ObxBMiVEy,魏牌蓝山智驾版来了，车展好多外国人在看，我好不容易挤进去给大家看了看，魏牌果然是长城汽车智能先锋。#魏牌蓝山智驾版亮相北京车展# #魏牌蓝山全场景NOA首发即无图# 李杰灵的微博视频  ,2024-04-26 20:33,1324,3906,1074
ObwG5CqGd,#趣看发布会# 雷总：amazing! 北京车展小米SU7、极氪X和仰望发布会总结 #2024北京车展# 李杰灵的微博视频  抽奖详情  ,2024-04-26 18:10,391,728,170
ObvwamiES,把小晴介绍给秋晨认识了，希望她以后能够淑女一点。 北京·中国国际展览中心顺义新馆  显示地图 原图 ,2024-04-26 15:13,676,14,147
ObuSN19cO,舞蹈很赞！耳机也是真的牛啊，李响翻转跳跃一套行云流水的舞蹈动作下来，耳机还能纹丝不动的戴在耳朵上，不得不说华为FreeClip耳夹耳机的人体工学设计十分的成功，这款耳机的研发经历了严苛的人因体验测试，可以匹配大多数人的耳部轮廓，不仅牢固还特别的舒适。除了“好戴”，音质也很不错，低频醇厚，声音细节饱满；再加上时尚颜值，妥妥C位了！#张艺凡李响双人共舞没看够##华为耳夹耳机 声来即C位# [组图共6张] 原图 ,2024-04-26 13:36,82,2,28
ObuQZh38e,近距离接触新能源一哥，比亚迪王传福王董事长。#2024北京车展#   李杰灵的微博视频 北京·中国国际展览中心顺义新馆  显示地图 ,2024-04-26 13:32,218,9,77
ObuhYAWX8,看到了#王濛成过山车表情判官#这表情绝了，开车前有多开心开车后就有多狰狞不过，从视频当中可以看出华为P70在长焦下的闪拍能力确实依然领先。想起以前，过山车设施还自带相机帮你抓拍，就是得花个几十块钱。现在没必要了，直接一台P70就能搞定。下次再去坐，我也想仔细看看我的狰狞表情  [组图共4张] 原图 ,2024-04-26 12:06,332,157,33
ObugZ8ji7,华为Pura 70 Pro 和 Mate 60 Pro该如何选择，看完这期视频你有答案了吗？ 李杰灵的微博视频  ,2024-04-26 12:03,172,16,37
Obu400XaS,我太牛了，成功坐上宝马是新世代概念车。 #2024北京车展# 北京·中国国际展览中心顺义新馆  显示地图 [组图共9张] 原图 ,2024-04-26 11:31,171,2,66
ObtLHhfvE,@Kang 新M4敞篷雷霆版喜欢吗？100多万，我帮你摸了一下。#2024北京车展# 北京·中国国际展览中心顺义新馆  显示地图 [组图共6张] 原图 ,2024-04-26 10:46,176,4,50
ObtAXdOyM,太帅了，宝马展台的VNK概念车，昨晚宝马之夜上说它2026年会在沈阳宝马工厂量产。简单的车身线条，年轻黄色的座椅，看起来轻盈动感，也正是这种轻盈的“折纸感”让这辆车看起来非常未来，宝马称之为新世代概念车一点也没吹牛。@宝马集团非常期待最终量产版跑在路上的样子，未来已来。#宝马集团带你看车展# [组图共4张] 原图 ,2024-04-26 10:20,79,1,40
Obtpys1b7,拖着行李箱参加北京车展，今天是给宝马卖命的一天。#2024北京车展# 北京·中国国际展览中心顺义新馆  显示地图 [组图共4张] 原图 ,2024-04-26 09:51,310,1,121
ObtaytQRR,我老爸连发小视频炫耀，说山上的笋被他夺完了。 北京  显示地图 [组图共2张] 原图 ,2024-04-26 09:14,401,7,174
Obt5yhhvM,深圳山上现在狂风暴雨，不知道今晚能不能回家。 北京  显示地图 原图 ,2024-04-26 09:02,225,5,70
OboXEFloo,今晚参加了一场很新的发布会，MINI全新电动预售21到27万。[666]#花式解锁北京车展# 北京  显示地图 [组图共8张] 原图 ,2024-04-25 22:32,103,6,35
ObnoLgYHj,#趣看发布会# 高跟鞋现场踩踏测试的OPPO K12和iQOO Z9系列发布会，价位相同该选谁？ 李杰灵的微博视频  抽奖详情  ,2024-04-25 18:33,352,281,122
ObmhNuGtI,雷兄弟来逛小鹏展区，我差点一手摸到他了。#北京车展# 北京·中国国际展览中心顺义新馆 李杰灵的微博视频  显示地图 ,2024-04-25 15:43,1080,27,177
OblW3tJwJ,"""兄弟们，你们猜我在零跑的北京车展展台看到了啥！不只是零跑这次重磅发布的MPSUV——C16，打出了一个全新的概念，将SUV的动感外形与MPV的宽敞舒适完美结合，为多孩家庭提供了完美的出行方案。而是这次零跑展台来看车的这次老外的含量有点高，看来技术出海和Stellantis合作的零跑，现在在海外已经有了一定的影响力。据说，这次法国汽车产业联盟主席和法国汽车经销商协会会长都带着人零跑展台看车去了，不知道会不会买一台回去。""#首款MPSUV零跑C16亮相# #外国人挤爆北京车展# [组图共6张] 原图 ",2024-04-25 14:50,60,1,25
OblBMrfvC,今天车展吉利带来了银河第二款原型车#银河星舰#，这款车基于吉利GEA新能源架构打造。发布会上，吉利表示从银河星舰开始的每一台新能源汽车，都将进入银河AI时代。当前各家都在积极拥抱AI新浪潮，而吉利是布局比较早、反应也比较快速的车企，当其他家还在忙着推陈出新时，吉利已经在架构上遥遥领先了，没有好架构造不出智能车。历经5年研发，吉利耗资百亿打造“硬件、系统、生态、AI”四位一体的智能架构，这在行业里还是第一个，也就是说，吉利成为行业首个具备了“用AI架构造AI汽车”的全体系能力的车企，或许会改变现有的造车格局。 #迈巴河来了# [组图共3张] 原图 ,2024-04-25 14:00,66,1,12
Obls1hfJ3,啥，你问我有多爱NBA？让我喝口水，看眼手机，慢慢跟你唠！#花呗上线NBA限定皮肤# 我已经用上了，新皮肤也太酷了，大家赶紧换起来，为你喜欢的球队打call，点开你支付宝，搜索花呗NBA就能找到入口了。带话题#花呗上线NBA限定皮肤# 转发这条微博晒出你的花呗NBA皮肤，3天后我会通过@微博抽奖平台 抽5位粉丝帮还100元花呗！ [组图共2张] 原图 ,2024-04-25 13:36,135,117,103
ObkFzDNe9,趣评测团队今天在北京车展给长城魏牌蓝山智驾版卖命。 #魏牌蓝山智驾版##魏牌蓝山全场景NOA首发即无图##魏牌蓝山智驾版亮相北京车展# 北京·中国国际展览中心顺义新馆  显示地图 [组图共6张] 原图 ,2024-04-25 11:36,164,6,58
ObffU0UEG,感谢@秋晨同学_ 同学介绍了一位新朋友@撩车糖小糖 给我认识，汽车圈的人脉又升级了。 北京  显示地图 原图 ,2024-04-24 21:49,1074,17,239
ObeSh3tfY,宝马之夜MINI全新家族已集结，我下个月出发西班牙试驾新车。#花式解锁北京车展# 北京  显示地图 [组图共6张] 原图 ,2024-04-24 20:51,109,2,41
ObeGiu4KC,宝马中国区老大是外国人，但是演讲时中文讲得贼溜，然后他的提词器上写的是汉语拼音，莫名有点可爱。 北京  显示地图 [组图共2张] 原图 ,2024-04-24 20:21,549,15,64
ObepwmdcR,摄影作品:《某车评人被数码博主围攻》 北京  显示地图 [组图共3张] 原图 ,2024-04-24 19:40,1052,66,229
ObefL4xdS,宝马之夜，盛装出席。 北京  显示地图 [组图共6张] 原图 ,2024-04-24 19:16,330,5,134
ObdzhCLz4,#趣看发布会# 24.98万起售，价格一卷再卷！问界新M5发布会总结 李杰灵的微博视频  抽奖详情  ,2024-04-24 17:31,302,245,129
ObbLn5qOF,昨天发的《秋晨游记》让我拿到了视频号数码榜第1名，全站总榜第2名，以前跟詹志斌拍的都没取得过这么好的成绩。既然大家这么喜欢看，那么我们尽快安排第二季。 北京  显示地图 [组图共3张] 原图 ,2024-04-24 12:56,718,12,182
ObaXtherx,卧槽，奔驰电大G这个原地掉头又快又丝滑。想加入#趣评测三百万买车计划#然后给我开，不知道志斌有没有意见。 北京 李杰灵的微博视频  显示地图 ,2024-04-24 10:53,513,11,194
ObaGz6gEI,这次车展住大裤衩房，感谢宝马汽车的安排。 北京  显示地图 [组图共6张] 原图 ,2024-04-24 10:11,622,7,212
Ob67l665W,下班了。 北京  显示地图 原图 ,2024-04-23 22:33,1217,22,222
Ob5GHqLqX,#陈震直播回应小米SU7争议#今晚的直播氛围整体很融洽，有说有笑，其乐融融，非常有趣，我的主持非常成功，基本不怎么需要说话，简直就是#主持天才# ！（图1@陈震同学 指的是后面的小米SU7，他们不是要打架。） 北京  显示地图 [组图共3张] 原图 ,2024-04-23 21:28,4105,250,896
Ob42MzgFv,问界新M5大都会红一镜到底静态体验，本期出镜嘉宾是大家都喜欢的@秋晨同学_  。视频节选自趣评测出品的《秋晨游记》，完整版32分钟更精彩，链接在这里：网页链接#华为正式发布问界新M5##华为发布会# 李杰灵的微博视频  ,2024-04-23 17:17,308,37,76
Ob3YWiKms,兄弟们，@Yeelight易来智能照明 要接手帮我改造赛博朋克屋的灯光系统啦，这下肯定是十拿九稳了。 北京  显示地图 [组图共2张] 原图 ,2024-04-23 17:07,786,12,188
Ob3NJpvKa,我们这次开着问界新M5大都会红在杭州打卡了何同学和影视飓风工作室，还在台州住了一晚非常炸裂的农村民宿，最后拍到了美丽的台州一号公路。本期视频非常精彩，欢迎转发评论点赞，谢谢大家。#华为正式发布问界新M5# #华为发布会# 李杰灵的微博视频  ,2024-04-23 16:40,4756,8351,3361
Ob3DZuKDq,#余承东称问界新M5是陆地小坦克#安全这一块，问界新M5算是玩明白了。#问界新M5升级全向防碰撞# 这一次升级带来的全向防碰撞真的能做到“眼观六路耳听八方”，除了面对静止车辆及行人，自动刹停速度最高达能到120km/h之外，还新增了侧向和后向防碰撞，确实令人放心。再配上我本人念念不忘，相当看好的HUAWEI ADS 2.0智驾系统，光是城区NCA领航覆盖的城镇就超过了四万个，这次去动态试驾我也是感受到了它的能力在不断进化，问界新M5这一波，诚意直接拉满了。 [组图共4张] 原图 ,2024-04-23 16:16,60,2,16
Ob3k6xc0E,摄影作品：《我比中国尊还高》 北京  显示地图 [组图共2张] 原图 ,2024-04-23 15:27,151,3,39
Ob2J1pn0H,互联网上只要认怂，就没人能伤害到我。  原图 ,2024-04-23 13:55,724,20,280
Ob1bIEaTM,#当外国人第一次体验中国智驾#看到话题，想起了我们去年在泰国拍的#电车攻略# ，里面几位意大利人对理想L9赞不绝口。詹志斌同学的微博视频 深圳·深圳宝安机场  显示地图 ,2024-04-23 10:00,146,25,20
Ob0HxoL8c,怕被网友误伤我特意做了个牌子，现在就看深圳暴雨还能不能飞了。 深圳·深圳宝安机场  显示地图 [组图共4张] 原图 ,2024-04-23 08:46,362,10,123
OaWJUCeQ2,今天试驾理想L6，驱车70公里去看了一间太平洋边上的小房子，租的话一个月5000块，买的话170万，刘欣都不同意，但我还是有点心动。。。大家帮我看看这房子咋样，有前途吗？#理想l6# 深圳·梧桐山 李杰灵的微博视频  显示地图 ,2024-04-22 22:41,975,42,366
OaW3udxtO,刘欣说，感觉我们的保时捷又回来了。 深圳·梧桐山  显示地图 原图 ,2024-04-22 20:56,369,2,80
OaVQulIVw,在地库找不到车，想用小米SU7的鸣笛寻车，一直找不到开关，原来是要拖着卡片向下拉，才会出现图3的界面。但是图2的UI没有任何提示可以下拉卡片，我觉得应该很多人发现不了图3这个界面。 深圳·深圳万象食家  显示地图 [组图共3张] 原图 ,2024-04-22 20:24,211,3,70
OaVqpBQv1,腾势Z9GT外观一镜到底，长在我审美上的一辆车。本期上镜嘉宾还是@小晴Kiwa 。#艾格在比亚迪设计的又一巅峰之作##来北京车展就看腾势Z9GT##腾势帕梅来了# 李杰灵的微博视频  ,2024-04-22 19:20,210,22,81
OaUSH0DYH,最近公司我想开的车子太多了，每次的开车机会都得精心分配。今晚回家和明天去机场这两趟分配给雷兄弟的小米SU7了。 深圳·深圳市趣评测科技有限公司  显示地图 [组图共4张] 原图 ,2024-04-22 17:57,229,8,69
OaSEjhayP,今日主要工作内容，开着理想L6带刘欣在深圳溜达（试驾），第一站我们选择到盐田海鲜食街吃午饭，刘欣吃得很开心。 深圳·盐田海鲜食街  显示地图 [组图共9张] 原图 ,2024-04-22 12:16,334,11,141
OaRM0qU9Q,雨过天晴我说刘欣你真棒，果然还是办法总比困难多。她说，滚。 深圳·梧桐山  显示地图 [组图共2张] 原图 ,2024-04-22 10:02,317,2,106
OaRECrfSe,腾势Z9GT，长在我审美上的一辆车。#艾格在比亚迪设计的又一巅峰之作##来北京车展就看腾势Z9GT##腾势帕梅来了#  [组图共9张] 原图 ,2024-04-22 09:44,357,18,190
OaRzUB3Fb,我的L9 Ultra退了1.5万，之前有车企降价退钱吗？#理想降价# #理想官方全系降价老车主退现金# 深圳·梧桐山  显示地图 原图 ,2024-04-22 09:33,1535,41,461
OaO59uDUm,虽然这个世界平凡人是大多数，但我们真的不应该被自己的不自信限制了可能性，有时候多迈出一步，多努力一分，多主动一些，人生就会大不一样。                    ——深夜拿下《王者荣耀》超神MPV有感 深圳·梧桐山  显示地图 原图 ,2024-04-22 00:39,198,8,66
OaN9uADng,阿米纳这个音响有点意思，跟我家的战损钢铁侠绝配。 深圳·梧桐山  显示地图 [组图共3张] 原图 ,2024-04-21 22:17,159,5,30
OaMQUvsGK,我以为她是爱我才不骂，原来是问题太多她没空。 深圳  显示地图 原图 ,2024-04-21 21:31,562,7,131
OaLr0aznO,陈律师突然约我唱歌，在太阳没下山的时候。 深圳  显示地图 [组图共4张] 原图 ,2024-04-21 17:54,272,3,85
OaKSlrZTD,山下的高楼越建越多，海景房看不到海景了。 深圳·梧桐山  显示地图 [组图共2张] 原图 ,2024-04-21 16:29,181,2,60
OaKkBEBLG,我的#天台一号# 民宿，是传说中的美术馆风。 深圳  显示地图 [组图共6张] 原图 ,2024-04-21 15:06,415,19,230
OaJHmoKkE,今天先开理想L6回家，这是我开过的最小的理想汽车，突然感觉很别致。等北京车展回来以后，我再把雷兄弟的小米SU7开回家，最近就先放公司给同事们多摸一摸。 深圳·深圳市趣评测科技有限公司  显示地图 [组图共6张] 原图 ,2024-04-21 13:29,142,5,61
OaJpK2cWw,公司对面的快餐真好吃，下次带刘欣也来试一试。 深圳·深圳市趣评测科技有限公司  显示地图 [组图共2张] 原图 ,2024-04-21 12:46,250,1,44
OaJ5bj7wV,真的很讨厌下雨天，家里阳台又漏水了。 深圳·深圳市趣评测科技有限公司  显示地图 [组图共4张] 原图 ,2024-04-21 11:55,291,11,145
OaIS7kgJ8,好久没来公司了，特地来整顿一下。 深圳·深圳市趣评测科技有限公司  显示地图 原图 ,2024-04-21 11:23,447,6,99
OaD4DET2w,我来微博只干三件事，公平，公平，还是TMD公平！ 深圳·梧桐山  显示地图 原图 ,2024-04-20 20:37,2515,104,489
OaCxznAyl,#趣看发布会#仅售78.9万的极氪009光辉来了！ 李杰灵的微博视频  抽奖详情  ,2024-04-20 19:16,359,641,159
OaBW2fTAQ,#采访天才# 本期嘉宾数码圈热门争议人物@科技新一  ，全网最真实记录，带你全方位揭秘这位从业10年的数码博主。在这个视频里他回答了：1，为什么这么多人黑他？2，为什么他的流量比别的数码博主好？3，为什么他拍视频，不自己出镜。4，他一直说想退休，抑郁症是不是真的？5，他介不介意网友说他丑。6，…………还有很多。本期视频由华为Pura70 Ultra全程手持录制，收音也是手机自带，大家感受下效果。 http://t.cn/A6TQuFfU ,2024-04-20 17:43,1381,105,371
OaBvU50ch,这次在机场等我的是问界M9，高端商务人士出行最佳搭档。 深圳·深圳宝安机场  显示地图 [组图共3张] 原图 ,2024-04-20 16:39,316,5,90
OaBnAi2jO,我刚在飞机上，由替补参赛，我们「小米汽车必胜队」8分钟就被干输了，说真的，我这群队友不太行。 深圳·深圳宝安机场  显示地图 [组图共4张] 原图 ,2024-04-20 16:18,194,3,64
OazGTcwhh,又在上海机场吃大餐，刘欣嫌我丢人不给拍。 上海·上海虹桥国际机场  显示地图 [组图共4张] 原图 ,2024-04-20 12:00,448,4,168
OayXyeSEx,我们大湾区组了一个战队参加懂车帝王者荣耀车友争霸赛，队名叫「小米汽车必胜队」，队长法师@小晴Kiwa ，射手刺客@楼斌Robin ，全能候补@Mr厉害 ，战士@阿峰的露营车生活 ，只会黄忠和程咬金的我，以及替补选手@我是HYK 和@是汪汪崽 。昨晚紧急加练了3局，两胜一负，配合得还是不够默契，今天下午第一场淘汰赛，我飞机晚点，有可能赶不上，希望他们不要第一场就被淘汰了。 http://t.cn/Rfd3MIU 显示地图 [组图共3张] 原图 ,2024-04-20 10:09,185,4,69
OatVnbcvF,「趣体验」四座MPV，顶级享受，78.9万极氪009光辉版体验来了，这期的视频嘉宾有@两杯温开水 和@老胡的车生活 ！#极氪以奢侈品标准打造光辉#、#极氪009光辉# 李杰灵的微博视频  ,2024-04-19 21:20,682,65,120
OatUYFEQj,#趣看发布会#24.98万起售对标保时捷卡宴？理想L6发布会总结。 李杰灵的微博视频  ,2024-04-19 21:19,262,71,52
OastQpkZM,刷刷刷的很快，两秒过一辆，F1比赛果然现场看才能感觉到速度感！ 上海·上海国际赛车场旅游景区  显示地图 ,2024-04-19 17:39,280,13,69
Oas4Y2VG3,志斌前几天跟我嘚瑟，说奔驰请他去看F1，我说我也去，他说你一个数码宝贝谁请你去，我让他好好读读这次比赛的全称—『2024 F1联想中国大奖赛』，是主赞助商联想请我去的。志斌听完心悦诚服说了一句，果然还是杰哥最屌。 上海·上海国际赛车场旅游景区  显示地图 [组图共6张] 原图 ,2024-04-19 16:38,341,10,104
OaqGMb6fF,华为Pura70 Ultra自拍有问题，拍女的好看，拍男的不好看。  [组图共3张] 原图 ,2024-04-19 13:05,617,10,239
OaklMEWH3,雷总下午的直播很精彩，还有和长城魏建军的互动，后面我们会做一个视频总结，为什么不是明天做呢？因为今晚有理想L6发布会，明晚还有极氪009光辉版发布会，我剪辑的人手不够用了。#雷军直播邀请魏建军连麦##雷军称坦克700气势不输百万级SUV#  [组图共2张] 原图 ,2024-04-18 20:57,141,6,25
Oak1s73yx,理想L6真车实拍，车子已到趣评测，明天回深圳就去盘它！#全新理想l6上市发布会# #理想l6#  [组图共9张] 原图 ,2024-04-18 20:07,195,14,59
OajFMBkwu,#趣看发布会# 华为Pura70系列发布会总结，余总这次又说遥遥领先！#华为pura70系列开售#  李杰灵的微博视频  ,2024-04-18 19:14,1589,906,388
OajDfc7cx,华为 Pura 70系列快问快答来了，大家还有哪些想知道的#华为p70##华为Pura70系列开售# 李杰灵的微博视频  ,2024-04-18 19:07,134,8,45
OaibbutMZ,#汽车戴上VR是什么体验#全景视域桥一看就很酷，很未来，看着像电影里面的特效。重点来了，这不是特效，全景视域桥技术将被搭载于2025年的新世代车型中，多功能方向盘也首次应用创新技术，玩创新，还得是宝马。相信先进的科技将会对未来宝马车型产生深远影响。我还是很期待这套智能座舱的，相信会给用户带来不一样的出行体验。 [组图共3张] 原图 ,2024-04-18 15:26,51,0,13
Oahq6vB4k,今天来参加联想创新科技大会，来了很多嘉宾，聊的全是AI对各行各业的影响和展望。联想杨元庆还在大会上发布了AI新物种——AIPC 人工智能电脑YOGA Book 9i 和 个人智能体“联想小天”#联想发布AI元启系列人工智能电脑##联想AIPC#   [组图共6张] 原图 ,2024-04-18 13:30,159,33,48
OahijcRVW,华为Pura 70星芒白现场开箱#华为p70##华为Pura70系列开售#  [组图共5张] 原图 ,2024-04-18 13:10,309,23,75
Oah29wXB5,刘欣问上海天气这么好，下午我们去玩什么？我说当然是留在酒店玩新买的手机。#华为Pura70系列开售##华为官宣MateBookXPro等新品开售# 上海  显示地图 [组图共3张] 原图 ,2024-04-18 12:31,512,7,152
OagD4ARH1,刘欣买到的是Pura 70 Ultra星芒黑，512G内存版本，9999块的，现在店里还有很多人在排队，不知道现货还有多少，大家可以来试试。#华为p70#  #华为官宣MateBookXPro等新品开售#  李杰灵的微博视频 上海·南京路步行街  显示地图 ,2024-04-18 11:29,531,14,153
OagucAG7A,刘欣立大功，帮我在上海华为南京路旗舰店买到了，华为Pura70 Ultra香颂绿真机实拍！！！#华为Pura70系列开售# 上海  显示地图 [组图共6张] 原图 ,2024-04-18 11:07,880,15,220
Oagr4ixAJ,@闪电三号威哥 这个沙雕，挑了华为坂田总部店蹲了三天，结果只有这个店没有现货，只能预定，深圳其它店铺都有现货！！！我们趣评测又全网最慢开箱了。  [组图共2张] 原图 ,2024-04-18 10:59,308,1,111
